,SqFootage,ProjType,Rooms,AppType,ProjName,Category,CreYear,LastYear,BOZA,PC,LDT,DRC,Units
1563,1810,restaurant,0,SITEPLAN,Retail Shell Space,commercial,2014,2014,No decision,No decision,Approved,No decision,0
1564,3278,retail,0,SITEPLAN,F & Y Food Mart,commercial,2014,2014,No decision,Approved,No decision,No decision,0
1565,2048,religious,0,SITEPLAN,Bonaventure Church of Christ,institutional,2014,2014,No decision,No decision,No decision,Approved,0
1566,812,restaurant,0,SITEPLAN,Craft House,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1567,3254,restaurant,0,SITEPLAN,Chipotle,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1568,3847,restaurant,0,SITEPLAN,Zaxby's,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1569,1123,salon,0,SITEPLAN,4400 Cane Run Road,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1570,4587,retail,0,SITEPLAN,4400 Cane Run Road,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1571,0,single-family,0,SITEPLAN,Meremont at Long Run,single family,2014,2015,Approved,No decision,No decision,No decision,0
1572,3280,office,0,SITEPLAN,11816 Shelbyville Rd,commercial,2014,2015,Approved,No decision,No decision,No decision,0
1573,1283,office,0,SITEPLAN,122 N. Peterson,commercial,2014,2014,Approved,No decision,No decision,No decision,0
1574,2130,medical,0,SITEPLAN,Medical Office Bldg,commercial,2014,2014,Approved,No decision,No decision,No decision,0
1575,0,single-family,0,SITEPLAN,Creek View Estates,single family,2014,2014,Approved,No decision,No decision,No decision,0
1576,3999,retail,0,SITEPLAN,Spindletop Draperies,commercial,2014,2014,Approved,No decision,No decision,No decision,0
1577,14736,religious,0,SITEPLAN,New Birth Church of Louisville,institutional,2014,2014,Approved,No decision,No decision,No decision,0
1578,6400,restaurant,0,SITEPLAN,Mellow Mushroom,commercial,2014,2014,Approved,No decision,No decision,No decision,0
1579,9278,retail,0,SITEPLAN,Holiday manor,commercial,2014,2014,Approved,No decision,No decision,No decision,0
1580,2570,retail,0,SITEPLAN,The Mower Shop,commercial,2014,2014,Approved,No decision,No decision,No decision,0
1581,0,single-family,0,SUBDIV,Primrose Meadows Section 2,single family,2014,2015,No decision,No decision,No decision,No decision,0
1582,0,single-family,0,SUBDIV,Notting Hills,single family,2014,2014,No decision,Approved,No decision,No decision,0
1583,0,single-family,0,SUBDIV,Woordlands Creek Extension,single family,2014,2014,No decision,No decision,Approved,No decision,0
1584,0,single-family,0,SUBDIV,"Urton Woods, Section 2",single family,2014,2014,No decision,Approved,No decision,No decision,0
1585,0,single-family,0,SUBDIV,Altawood Court,single family,2014,2014,No decision,No decision,Approved,No decision,0
1586,0,single-family,0,SUBDIV,Primrose meadows Sec. 2,single family,2014,2014,No decision,No decision,Approved,No decision,0
1587,0,single-family,0,SUBDIV,Arborgate Village,single family,2014,2014,No decision,No decision,No decision,No decision,0
1588,0,single-family,0,SUBDIV,Hanover Trace Subdivision,single family,2014,2014,No decision,No decision,No decision,No decision,0
1589,2200,religious,0,ADMIN,Preston Station,institutional,2014,2014,No decision,No decision,No decision,No decision,0
1590,5400,restaurant,0,ADMIN,1076 East Washington,commercial,2014,2014,No decision,No decision,Approved,No decision,0
1591,0,Zoned,0,SUBDIV,Price Minor Plat,minorplat,2014,2015,No decision,No decision,No decision,Approved,0
1592,0,Zoned,0,SUBDIV,Revision of Lot 39,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1593,0,Zoned,0,SUBDIV,Spring Farm Road,minorplat,2014,2015,No decision,No decision,No decision,No decision,0
1594,0,Zoned,0,SUBDIV,Constance Edmonson,minorplat,2014,2015,No decision,No decision,No decision,Approved,0
1595,0,Zoned,0,SUBDIV,U-Box,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1596,0,Zoned,0,SUBDIV,Madden-Indian Springs,minorplat,2014,2015,No decision,No decision,No decision,Approved,0
1597,0,Zoned,0,SUBDIV,HRS Hotels,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1598,0,Zoned,0,SUBDIV,17825 Bradbe Rd,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1599,0,Zoned,0,SUBDIV,Mapco Mart,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1600,0,Zoned,0,SUBDIV,Synergy Logistics LLC,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1601,0,Zoned,0,SUBDIV,930 Mason Avenue,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1602,0,Zoned,0,SUBDIV,Bright New Cut Associates- Lot,minorplat,2014,2015,No decision,No decision,No decision,No decision,0
1603,0,Zoned,0,SUBDIV,Norton Commons,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1604,0,Zoned,0,SUBDIV,Bristol Bluff,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1605,0,Zoned,0,SUBDIV,Kroger at McMahan Plaza,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1606,0,Zoned,0,SUBDIV,Minor Plat for Jeffrey Kaufman,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1607,0,Zoned,0,SUBDIV,Stor All Cane Run Road,minorplat,2014,2015,No decision,No decision,No decision,No decision,0
1608,0,Zoned,0,SUBDIV,Todd's Carwash,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1609,0,Zoned,0,SUBDIV,JD Nicols Campus,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1610,0,Zoned,0,SUBDIV,1000 W Ormsby St,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1611,0,Zoned,0,SUBDIV,Pinoak Valley Drive,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1612,0,Zoned,0,SUBDIV,Green Mill Drive Minor Plat,minorplat,2014,2014,No decision,No decision,No decision,Approved,0
1613,0,Zoned,0,SUBDIV,Resubdivision of Revised Lot 1,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1614,0,Zoned,0,SUBDIV,Wagner Place,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1615,0,Zoned,0,SUBDIV,Minor Plat Hazelwood,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1616,0,Zoned,0,SUBDIV,Orell Station Subdiv Ph. II,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1617,0,Zoned,0,SUBDIV,Ottis A Presley,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1618,0,Zoned,0,SUBDIV,Middletown Partners Minor Plat,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1619,0,Zoned,0,SUBDIV,Woods of farnsley Moorman,minorplat,2014,2016,No decision,No decision,No decision,Approved,0
1620,0,Zoned,0,SUBDIV,Gethsemane,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1621,0,Zoned,0,SUBDIV,5240 Dixie Hwy,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1622,0,Zoned,0,SUBDIV,AT&T,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1623,0,Zoned,0,SUBDIV,Endeavor Properties,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1624,0,Zoned,0,SUBDIV,Honest 1 Auto Care,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1625,0,Zoned,0,SUBDIV,Commerce Crossings Drive,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1626,0,Zoned,0,SUBDIV,Gus Probus,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1627,0,Zoned,0,SUBDIV,Massie Avenue Minor Plat,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1628,0,Zoned,0,SUBDIV,Morning Pointe,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1629,0,Zoned,0,SUBDIV,River Road Terminal,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1630,0,Zoned,0,SUBDIV,L.D Properties,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1631,0,Zoned,0,SUBDIV,Thorntons #162,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1632,0,Zoned,0,SUBDIV,M&M Cartage,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1633,0,Zoned,0,SUBDIV,Little spring farm,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1634,0,Zoned,0,SUBDIV,Buechel Plaza Minor Plat,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1635,0,Zoned,0,SUBDIV,Caplinger Minor Subdivison,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1636,0,Zoned,0,SUBDIV,Gina & Darrel Nice,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1637,0,Zoned,0,SUBDIV,Holiday manor,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1638,0,Zoned,0,SUBDIV,Jefferson Commons,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1639,0,Zoned,0,SUBDIV,12949 Shelbyville Rd,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1640,0,Zoned,0,SUBDIV,Old Henry Crossing,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1641,0,Zoned,0,SUBDIV,13705 Aiken Road,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1642,0,Zoned,0,SUBDIV,RAYDALE,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1643,0,Zoned,0,SUBDIV,Ken Towery's,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1644,0,Zoned,0,SUBDIV,Thompson,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1645,0,Zoned,0,SUBDIV,Blankenbaker station I,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1646,0,Zoned,0,SUBDIV,1216 MP,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1647,0,Zoned,0,SUBDIV,Minor Plat Martin,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1648,0,Zoned,0,SUBDIV,1410 S 1st Street,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1649,0,Zoned,0,SUBDIV,Stor All Fairdale,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1650,0,Zoned,0,SUBDIV,Cowling Avenue,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1651,0,Zoned,0,SUBDIV,4800 Springdale Rd,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1652,0,Zoned,0,SUBDIV,Beaumont,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1653,0,Zoned,0,SUBDIV,Forest Springs,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1654,0,Zoned,0,SUBDIV,Old henry Crossing,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1655,0,Zoned,0,SUBDIV,Zane Street,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1656,0,Zoned,0,SUBDIV,"Minor Plat for Excalibur Blan,",minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1657,0,Zoned,0,SUBDIV,fincastle trail,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1658,0,Zoned,0,SUBDIV,Minor Plat for Ridge,minorplat,2014,2014,No decision,No decision,Approved,No decision,0
1659,0,Zoned,0,SUBDIV,Pejo Peeff Minor pLat,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1660,0,Zoned,0,SUBDIV,Blankenbaker Station II,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1661,0,Zoned,0,SUBDIV,Blankenbaker station II,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1662,0,Zoned,0,SUBDIV,Blankenbaker station II,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1663,0,Zoned,0,SUBDIV,10400 Broad Run Road,minorplat,2014,2014,No decision,No decision,No decision,Approved,0
1664,0,Zoned,0,SUBDIV,mount washington road,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1665,0,Zoned,0,SUBDIV,Lake Forest Tract F,minorplat,2014,2014,No decision,No decision,No decision,Approved,0
1666,0,Zoned,0,SUBDIV,lake forest tract A,minorplat,2014,2014,No decision,Approved,No decision,Sent to PC,0
1667,0,Zoned,0,SUBDIV,harrison lane,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1668,0,Zoned,0,SUBDIV,Frantz and Wisehart,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1669,0,Zoned,0,SUBDIV,Farnsley Road Minor Plat,minorplat,2014,2014,No decision,No decision,No decision,No decision,0
1670,4981,warehouse,0,SITEPLAN,Wilder Park Properties,industrial,2014,2015,No decision,No decision,No decision,No decision,0
1671,24800,warehouse,0,SITEPLAN,Copper Chase Business-Tract 3,industrial,2014,2014,No decision,No decision,No decision,No decision,0
1672,19200,office,0,SITEPLAN,Copper Chase Business-Tract 3,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1673,25800,landscaper,0,SITEPLAN,Copper Chase Business-Tract 3,industrial,2014,2014,No decision,No decision,No decision,No decision,0
1674,2324,religious,0,SITEPLAN,DGI,institutional,2014,2014,No decision,No decision,No decision,No decision,0
1675,7200,religious,0,SITEPLAN,Holy Trinity Catholic Church,institutional,2014,2014,No decision,No decision,No decision,No decision,0
1676,10000,contractor,0,SITEPLAN,Holloway & Son 13698,industrial,2014,2014,No decision,No decision,No decision,No decision,0
1677,2970,warehouse,0,SITEPLAN,Bluegrass Kesco,industrial,2014,2014,No decision,No decision,No decision,No decision,0
1678,1925,retail,0,SITEPLAN,AT&T,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1679,12600,mini-warehouse,0,SITEPLAN,Q2 Storage,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1680,3013,office,0,SITEPLAN,KODA,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1681,0,multi-family,0,SITEPLAN,montgomery apts,multi family,2014,2014,No decision,No decision,No decision,No decision,6
1682,18208,warehouse,0,SITEPLAN,Mills Supply Company,industrial,2014,2014,No decision,No decision,No decision,No decision,0
1683,0,multi-family,0,SITEPLAN,Leroy Avenue Townhomes,multi family,2014,2015,Approved,No decision,No decision,No decision,18
1684,4994,mini-warehouse,0,SITEPLAN,U-Box,commercial,2014,2015,No decision,No decision,No decision,Approved,0
1685,6000,auto services,0,SITEPLAN,Auto Dealership and Repair,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1686,34624,retail,0,SITEPLAN,Hampton Inn and Home2 Suites,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1687,24792,restaurant,0,SITEPLAN,Hampton Inn and Home2 Suites,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1688,581418,office,0,SITEPLAN,Hampton Inn and Home2 Suites,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1689,0,hotel,310,SITEPLAN,Hampton Inn and Home2 Suites,hotel,2014,2014,No decision,No decision,No decision,No decision,0
1690,21000,banking,0,SITEPLAN,Hampton Inn and Home2 Suites,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1691,7373,retail,0,SITEPLAN,Discount Tire,commercial,2014,2015,No decision,No decision,Approved,No decision,0
1692,49556,religious,0,SITEPLAN,Church Expansion,institutional,2014,2015,Approved,No decision,No decision,No decision,0
1693,2400,retail,0,SITEPLAN,Main & Clay,commercial,2014,2015,No decision,No decision,Approved,No decision,0
1694,0,multi-family,0,SITEPLAN,Main & Clay,multi family,2014,2015,No decision,No decision,Approved,No decision,270
1695,0,multi-family,0,SITEPLAN,The Vinings Apartments,multi family,2014,2015,Approved,No decision,Approved,No decision,159
1696,2122,retail,0,SITEPLAN,Baxter Flats,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1697,0,multi-family,0,SITEPLAN,Baxter Flats,multi family,2014,2014,No decision,No decision,No decision,No decision,10
1698,66500,warehouse,0,SITEPLAN,Blankenbaker Distribution Cent,industrial,2014,2014,No decision,No decision,No decision,Approved,0
1699,28500,office,0,SITEPLAN,Blankenbaker Distribution Cent,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1700,5467,warehouse,0,SITEPLAN,7020 International Drive,industrial,2014,2014,No decision,No decision,No decision,No decision,0
1701,401825,distribution center,0,SITEPLAN,Jefferson Commerce Center,industrial,2014,2015,No decision,No decision,No decision,Approved,0
1702,1500,retail,0,SITEPLAN,Dry Cleaners,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1703,10920,warehouse,0,SITEPLAN,Storage Building,industrial,2014,2014,No decision,No decision,No decision,No decision,0
1704,2691,restaurant,0,SITEPLAN,Panda Express-Quick Serve Rest,commercial,2014,2015,No decision,No decision,Approved,No decision,0
1705,31500,mini-warehouse,0,SITEPLAN,Stor All,commercial,2014,2014,Approved,No decision,No decision,Approved,0
1706,1020,office,0,SITEPLAN,Car Lot,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1707,3255,auto services,0,SITEPLAN,Car Lot,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1708,7920,retail,0,SITEPLAN,Speckman Road Strip Center,commercial,2014,2015,No decision,No decision,No decision,Approved,0
1709,3000,restaurant,0,SITEPLAN,Speckman Road Strip Center,commercial,2014,2015,No decision,No decision,No decision,Approved,0
1710,54650,recreation,0,SITEPLAN,West Louisville YMCA,commercial,2014,2015,Approved,No decision,No decision,No decision,0
1711,2944,convenience store,0,SITEPLAN,Lot 4 Clearwater Farm,commercial,2014,2015,No decision,No decision,Approved,No decision,0
1712,4541,restaurant,0,SITEPLAN,Bootleg BBQ,commercial,2014,2015,No decision,No decision,No decision,Approved,0
1713,16000,auto services,0,SITEPLAN,Building Expansion,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1714,9904,medical,0,SITEPLAN,Additon of Emergency Dept,commercial,2014,2014,Approved,No decision,Approved,No decision,0
1715,2360,restaurant,0,SITEPLAN,Nicklies Starbucks,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1716,2118,retail,0,SITEPLAN,1890 S Hurstbourne Pkwy- Amend,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1717,93420,office,0,SITEPLAN,Old Henry Crossing Lot 11C&D,commercial,2014,2014,Approved,No decision,Approved,No decision,0
1718,520,restaurant,0,SITEPLAN,Panera Outdoor Dining,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1719,17732,warehouse,0,SITEPLAN,Angel's Envy Barrel Warehouse,industrial,2014,2014,No decision,No decision,No decision,No decision,0
1720,149090,manufacturing,0,SITEPLAN,Zoeller Pump Manfacturing,industrial,2014,2014,No decision,No decision,No decision,No decision,0
1721,4840,convenience store,0,SITEPLAN,Thornton Store#94,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1722,12500,restaurant,0,SITEPLAN,Austin's Restaurant,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1723,240000,warehouse,0,SITEPLAN,Logistics drive,industrial,2014,2014,No decision,No decision,No decision,Approved,0
1724,4632,convenience store,0,SITEPLAN,Thornton's,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1725,609482,warehouse,0,SITEPLAN,Renaissance South Business Park,industrial,2014,2014,No decision,No decision,No decision,Approved,0
1726,12438,office,0,SITEPLAN,Renaissance South Business Park,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1727,21850,manufacturing,0,SITEPLAN,Northwood Building Addition,industrial,2014,2014,No decision,No decision,No decision,No decision,0
1728,1462,convenience store,0,SITEPLAN,Thornton's,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1729,108841,mini-warehouse,0,SITEPLAN,Paramount Mini-warehouses,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1730,64663,retail,0,SITEPLAN,Walmart Liquor Box,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1731,6250,restaurant,0,SITEPLAN,Middletown Station,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1732,510,restaurant,0,SITEPLAN,Boom Bozz,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1733,95000,manufacturing,0,SITEPLAN,Ford KTP,industrial,2014,2014,No decision,No decision,No decision,No decision,0
1734,45419,retail,0,SITEPLAN,The Lee W Robinson Co.,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1735,1200,convenience store,0,SITEPLAN,Murphy Oil USA,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1736,5158,restaurant,0,SITEPLAN,Chick-fil-a Restaurant,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1737,5010,auto services,0,SITEPLAN,Todd's Carwash,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1738,0,hotel,99,SITEPLAN,Candlewood Suites,hotel,2014,2014,Approved,Agreed with DRC,No decision,Approved,0
1739,82000,medical,0,SITEPLAN,Chamberlain Lane Transitional,commercial,2014,2014,Approved,No decision,No decision,Approved,0
1740,4300,restaurant,0,SITEPLAN,Skyline Chili,commercial,2014,2014,No decision,No decision,Approved,No decision,0
1741,6000,shelter/food service,0,SITEPLAN,Franciscan Shelter House,institutional,2014,2014,No decision,No decision,Approved,No decision,0
1742,4900,medical,0,SITEPLAN,Savvy Medical Office,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1743,0,multi-family,0,SITEPLAN,Jefferson Crossing,multi family,2014,2014,No decision,No decision,No decision,No decision,56
1744,50000,office,0,SITEPLAN,Park View Building 1,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1745,36062,office,0,SITEPLAN,Donan Engineering Co,commercial,2014,2015,No decision,No decision,No decision,Approved,0
1746,226855,retail,0,SITEPLAN,Jefferson Commons,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1747,272000,retail,0,SITEPLAN,Middletown Commons,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1748,2255,auto services,0,SITEPLAN,331 Outer Loop auto sales/serv,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1749,9100,manufacturing,0,SITEPLAN,Kosmos Cement Company,industrial,2014,2014,No decision,Approved,No decision,No decision,0
1750,138500,warehouse,0,SITEPLAN,kenwood business center,industrial,2014,2014,No decision,Approved,No decision,No decision,0
1751,16000,office,0,SITEPLAN,kenwood business center,commercial,2014,2014,No decision,Approved,No decision,No decision,0
1752,185,auto services,0,SITEPLAN,Honest -1 Autocare,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1753,5070,retail,0,SITEPLAN,madison station,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1754,4340,restaurant,0,SITEPLAN,madison station,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1755,9877,restaurant,0,SITEPLAN,Cracker Barrell Old Country St,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1756,0,nursing home,0,SITEPLAN,Personal Care Facility,institutional,2014,2014,Approved,No decision,No decision,Approved,144
1757,19198,office,0,SITEPLAN,Eurofins Headquarters,commercial,2014,2015,Approved,No decision,No decision,Approved,0
1758,13744,manufacturing,0,SITEPLAN,Eurofins Headquarters,industrial,2014,2015,Approved,No decision,No decision,Approved,0
1759,25210,warehouse,0,SITEPLAN,JTH Properties,industrial,2014,2014,No decision,No decision,No decision,No decision,0
1760,6000,office,0,SITEPLAN,JTH Properties,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1761,55000,retail,0,SITEPLAN,Hobby Lobby,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1762,0,single-family,0,SITEPLAN,Hamilton Springs-Lot 3,single family,2014,2014,No decision,No decision,No decision,Approved,0
1763,14000,warehouse,0,SITEPLAN,Bridgeman Foods,industrial,2014,2014,No decision,No decision,No decision,Approved,0
1764,45000,medical,0,SITEPLAN,Clarity Pointe,commercial,2014,2014,Approved,No decision,No decision,Approved,0
1765,1743,auto services,0,SITEPLAN,Blue Grass Motorsport,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1766,94100,warehouse,0,SITEPLAN,stonestreet summitt,industrial,2014,2014,No decision,No decision,No decision,Approved,0
1767,17650,mini-warehouse,0,SITEPLAN,stonestreet summitt,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1768,10843,retail,0,SITEPLAN,Old Brownsboro Crossing Lots C and D,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1769,10141,restaurant,0,SITEPLAN,Old Brownsboro Crossing Lots C and D,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1770,10058,office,0,SITEPLAN,Old Brownsboro Crossing Lots C and D,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1771,10058,medical,0,SITEPLAN,Old Brownsboro Crossing Lots C and D,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1772,13600,retail,0,SITEPLAN,ICON Plaza,commercial,2014,2014,No decision,No decision,Approved,No decision,0
1773,3863,office,0,SITEPLAN,ICON Plaza,commercial,2014,2014,No decision,No decision,Approved,No decision,0
1774,450,retail,0,SITEPLAN,Hair & Body Works,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1775,60000,office,0,SITEPLAN,"Woodlawn Center, Lot 2",commercial,2014,2014,No decision,No decision,No decision,No decision,0
1776,45000,medical,0,SITEPLAN,"Woodlawn Center, Lot 2",commercial,2014,2014,No decision,No decision,No decision,No decision,0
1777,4200,restaurant,0,SITEPLAN,Firstwatch Restaurant,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1778,1500,restaurant,0,SITEPLAN,King Louie's Place,commercial,2014,2014,Approved,Agreed with DRC,No decision,Approved,0
1779,69400,warehouse,0,SITEPLAN,Chamberlain Crossing Business,industrial,2014,2014,Approved,No decision,No decision,Approved,0
1780,9000,office,0,SITEPLAN,Chamberlain Crossing Business,commercial,2014,2014,Approved,No decision,No decision,Approved,0
1781,2722,restaurant,0,SITEPLAN,Raising Cane's,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1782,94500,warehouse,0,SITEPLAN,Riverport Winstead,industrial,2014,2014,No decision,Agreed with DRC,No decision,Approved,0
1783,25926,gallery,0,SITEPLAN,Tim Faulkner gallery,commercial,2014,2014,No decision,No decision,Approved,No decision,0
1784,53200,office,0,SITEPLAN,Jennings Crossing,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1785,4158,museum,0,SITEPLAN,Filson Histoic Society,institutional,2014,2014,Approved,No decision,No decision,No decision,0
1786,0,multi-family,0,SITEPLAN,Milhaus Multi-Family,multi family,2014,2014,Approved,Agreed with LD&T,Approved,No decision,93
1787,4132,banking,0,SITEPLAN,Park Community Credit Union,commercial,2014,2014,No decision,Approved,No decision,Continued,0
1788,0,multi-family,0,SITEPLAN,Sheppard Square,multi family,2014,2014,No decision,Approved,No decision,No decision,310
1789,798,restaurant,0,SITEPLAN,Five Guys Burgers and fries,commercial,2014,2014,No decision,No decision,Approved,No decision,0
1790,605,convenience store,0,SITEPLAN,Thornton's #151,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1791,40080,warehouse,0,SITEPLAN,Houston Johnson Expansion,industrial,2014,2014,No decision,No decision,No decision,Approved,0
1792,0,multi-family,0,SITEPLAN,Retreat at Louisville,multi family,2014,2014,No decision,No decision,No decision,Approved,157
1793,1034,restaurant,0,SITEPLAN,Aloft,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1794,17510,office,0,SITEPLAN,Old Henry Crossing,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1795,0,single-family,0,SITEPLAN,Stony Farm- Section 2,single family,2014,2014,No decision,No decision,Approved,No decision,0
1796,38460,retail,0,SITEPLAN,River Park Place,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1797,14000,restaurant,0,SITEPLAN,River Park Place,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1798,0,multi-family,0,SITEPLAN,River Park Place,multi family,2014,2014,No decision,No decision,No decision,No decision,213
1799,1826,restaurant,0,SITEPLAN,Bakery and sweets,commercial,2014,2014,No decision,No decision,No decision,No decision,0
1800,5030,restaurant,0,SITEPLAN,Chick Fil-A,commercial,2014,2014,No decision,No decision,No decision,Approved,0
1801,7441,restaurant,0,SITEPLAN,Texas Roadhouse,commercial,2014,2014,No decision,No decision,Approved,No decision,0
